RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,721,Milton Elementary School,Matched,3982567.65,244255.33,515928.15,4742751.14,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4832903.45,0,4832903.45,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,485367.7897671383,796592.071075565,TRUE,563,86,85,563,0,1281959.8608427034,6114863.310842704,90152.31000000052,1.9008442007353674,,1372112.1708427044,28.93072249290956,,1.9008442007353674,28.93072249290956,Increase,Increase,8424.069520426287,8584.197957371225,2277.0157386193664,10861.213695990593,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,722,Rehoboth Elementary School,Matched,4118146.2,242579.83,512274.26,4873000.3,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4989521.46,0,4989521.46,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,470757.2287486377,823557.1517991928,TRUE,556,106,50,556,0,1294314.3805478304,6283835.84054783,116521.16000000015,2.391158481972598,,1410835.54054783,28.952092216120533,,2.391158481972598,28.952092216120533,Increase,Increase,8764.389028776977,8973.959460431655,2327.9035621363855,11301.863022568039,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,17,Cape Henlopen School District,District,TRUE,728,Sussex Consortium,Matched,15279986.7,501260.82,1125497.31,16906744.84,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,18881540.42,0,18881540.42,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,357587.29001211614,2441071.6683547543,TRUE,453,100,10,171,23,2798658.9583668704,21680199.378366873,1974795.580000002,11.680519216968332,,4773454.538366873,28.23402484358351,,11.680519216968332,28.23402484358351,Increase,Increase,37321.732538631346,41681.1046799117,6178.055095732606,47859.15977564431,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,636,Booker T. Washington Elementary School,Matched,2282898.25,135975.19,310893.1,2729766.54,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2838418.23,0,2838418.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,527540.3074188442,644088.1133280033,TRUE,312,139,27,312,0,1171628.4207468475,4010046.6507468475,108651.68999999994,3.980255762091653,,1280280.1107468475,46.90071813785392,,3.980255762091653,46.90071813785392,Increase,Increase,8749.25173076923,9097.494326923077,3755.219297265537,12852.713624188615,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,645,Capital Early Childhood Center,Matched,423082,17404.06,0,440486.06,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,640135.86,0,640135.86,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,60175.700466027854,121359.12687557912,TRUE,37,18,0,0,0,181534.827341607,821670.687341607,199649.8,45.32488496911798,,381184.62734160695,86.53727369751654,,45.32488496911798,86.53727369751654,Increase,Increase,11905.02864864865,17300.96918918919,4906.346684908297,22207.315874097483,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,644,Central Elementary School,Matched,4409495.85,322842.82,600906.82,5333245.49,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5485648.48,0,5485648.48,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1159880.4355670013,1328152.2027830733,TRUE,584,262,122,584,0,2488032.6383500746,7973681.118350076,152402.99000000022,2.857603129009541,,2640435.6283500753,49.508983475464866,,2.857603129009541,49.508983475464866,Increase,Increase,9132.269674657535,9393.233698630138,4260.329860188484,13653.563558818623,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,648,Dover High School,Matched,13338006.7,1242712.03,888204,15468922.73,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,16519790.1,0,16519790.1,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,2523813.452138146,3649979.0147653073,TRUE,1728,592,234,0,367,6173792.466903454,22693582.566903453,1050867.3699999992,6.793410170457287,,7224659.836903453,46.704350154210466,,6.793410170457287,46.704350154210466,Increase,Increase,8951.922876157407,9560.063715277778,3572.7965664950543,13132.860281772832,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,632,East Dover Early Childhood Center,Matched,3977759.9,174987.68,379690.25,4532437.83,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4827962.6,0,4827962.6,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,713787.8149106118,1002489.4908349904,TRUE,383,178,51,302,0,1716277.3057456021,6544239.905745601,295524.76999999955,6.520216737313737,,2011802.0757456012,44.38675501359499,,6.520216737313737,44.38675501359499,Increase,Increase,11834.041331592689,12605.646475195821,4481.141790458491,17086.78826565431,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,638,Fairview Early Childhood Center,Matched,1702122.05,77387.95,145006.86,1924516.86,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2008597.97,0,2008597.97,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,353699.3949614304,454877.1669234887,TRUE,171,87,27,136,0,808576.5618849192,2817174.531884919,84081.10999999987,4.36894639623993,,892657.6718849188,46.38346851816714,,4.36894639623993,46.38346851816714,Increase,Increase,11254.48456140351,11746.186959064327,4728.517905759762,16474.70486482409,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,640,Hartly Elementary School,Matched,2002125.65,129638.57,231134.27,2362898.49,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2428140.87,0,2428140.87,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,326954.63919875136,448599.40989132936,TRUE,301,79,27,301,0,775554.0490900807,3203694.919090081,65242.37999999989,2.761116496375597,,840796.4290900808,35.58326490318595,,2.761116496375597,35.58326490318595,Increase,Increase,7850.161096345516,8066.913189368771,2576.591525216215,10643.504714584988,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,650,Kent County Community School,Matched,10516208.45,318698.54,831517.25,11666424.24,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,12938034.65,0,12938034.65,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,309768.65725495573,1872837.0752288012,TRUE,265,85,11,175,11,2182605.7324837567,15120640.382483758,1271610.4100000001,10.899744290457932,,3454216.142483758,29.608182176681737,,10.899744290457932,29.608182176681737,Increase,Increase,44024.24241509434,48822.772264150946,8236.248047108516,57059.02031125946,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,655,Kent County Secondary ILC,Matched,2682674.9,61779.59,166303.45,2910757.94,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3317984.49,0,3317984.49,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,166139.41334427198,495048.3064816073,TRUE,81,49,1,35,16,661187.7198258793,3979172.2098258794,407226.5500000003,13.990395573738443,,1068414.2698258795,36.705706618320846,,13.990395573738443,36.705706618320846,Increase,Increase,35935.28320987654,40962.77148148148,8162.811355875054,49125.58283735654,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,633,Middle School of Excellence,Matched,4351802.85,323179.36,601950.79,5276933,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5345150.72,0,5345150.72,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,876881.2977374677,1220974.951897243,TRUE,586,224,55,586,0,2097856.2496347106,7443006.96963471,68217.71999999974,1.2927531958431107,,2166073.96963471,41.04797179791197,,1.2927531958431107,41.04797179791197,Increase,Increase,9005.005119453925,9121.4176109215,3579.9594703664,12701.377081287901,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,637,Middle School of Innovation,Matched,4496996.9,353884.05,642143.58,5493024.54,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5633048.92,0,5633048.92,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1117509.8086133495,1404217.15003543,TRUE,663,273,88,663,0,2521726.9586487794,8154775.878648779,140024.3799999999,2.549130792705322,,2661751.3386487793,48.456935141396244,,2.549130792705322,48.456935141396244,Increase,Increase,8285.104886877829,8496.303046757164,3803.5097415517034,12299.812788308867,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,635,North Dover Elementary School,Matched,2336745.05,142532.96,319244.85,2798522.86,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2899821.33,0,2899821.33,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,588904.6636965467,681982.34619052,TRUE,328,149,39,328,0,1270887.0098870667,4170708.3398870667,101298.4700000002,3.6197120791073405,,1372185.4798870669,49.03249137250452,,3.6197120791073405,49.03249137250452,Increase,Increase,8532.081890243902,8840.918689024391,3874.655517948374,12715.574206972764,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,634,South Dover Elementary School,Matched,4337379.6,337302.12,621264.21,5295945.93,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5328900.32,0,5328900.32,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1226816.6159619284,1349701.4982950196,TRUE,623,305,89,623,0,2576518.1142569482,7905418.4342569485,32954.390000000596,0.6222569194546251,,2609472.504256949,49.27302013177746,,0.6222569194546251,49.27302013177746,Increase,Increase,8500.71577849117,8553.612070626004,4135.663104746305,12689.27517537231,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,13,Capital School District,District,TRUE,642,Towne Point Elementary School,Matched,2380014.8,140549.76,316112.94,2836677.5,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2949036.23,0,2949036.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,620602.1520078699,708264.3549054671,TRUE,322,155,44,322,0,1328866.506913337,4277902.736913336,112358.72999999998,3.9609271762475635,,1441225.2369133364,50.806806093161335,,3.9609271762475635,50.806806093161335,Increase,Increase,8809.55745341615,9158.497608695652,4126.914617743282,13285.412226438933,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,80,Charter School of New Castle,Charter,TRUE,579,Charter School of New Castle,Matched,5258316.35,395862.92,766271.07,6420450.35,2,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6426904.99,0,6426904.99,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1252397.4795756761,1494919.3546166553,TRUE,759,360,21,759,0,2747316.8341923314,9174221.824192332,6454.640000000596,0.10053251171081164,,2753771.4741923325,42.89062797895996,,0.10053251171081164,42.89062797895996,Increase,Increase,8459.091370223978,8467.595507246377,3619.6532729806736,12087.248780227052,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,70,Charter School of Wilmington,Charter,TRUE,295,Charter School of Wilmington,Matched,5213123.5,672065.76,370085,6255274.26,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6356805.84,0,6356805.84,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,102917.78236082788,731667.7030124032,TRUE,980,28,4,0,249,834585.4853732311,7191391.3253732305,101531.58000000007,1.6231355457786127,,936117.0653732307,14.965244151792486,,1.6231355457786127,14.965244151792486,Increase,Increase,6382.932918367347,6486.536571428571,851.6178422175827,7338.154413646153,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,339,Brader (Henry M.) Elementary School,Matched,2896139,142996.91,315068.97,3354204.88,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3562787.12,0,3562787.12,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,470460.06479571905,680957.738177499,TRUE,320,108,47,320,0,1151417.802973218,4714204.922973218,208582.24000000022,6.218530097660588,,1360000.0429732185,40.5461231984499,,6.218530097660588,40.5461231984499,Increase,Increase,10481.89025,11133.70975,3598.1806342913064,14731.890384291308,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,538,Brennen School (The),Matched,16968117.5,562146.17,1255366.63,18785630.3,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,20877031.97,0,20877031.97,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,354665.177808416,2714625.744212063,TRUE,426,104,3,278,13,3069290.922020479,23946322.89202048,2091401.669999998,11.132986418879957,,5160692.592020478,27.47149022740258,,11.132986418879957,27.47149022740258,Increase,Increase,44097.72370892019,49007.11730046948,7204.908267653706,56212.02556812319,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,310,Brookside Elementary School,Matched,2263667.25,114676.86,282183.96,2660528.07,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2814067.31,0,2814067.31,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,555102.2640520496,660107.7782934878,TRUE,257,118,69,257,0,1215210.0423455373,4029277.3523455374,153539.24000000022,5.771006204794533,,1368749.2823455376,51.446526641815794,,5.771006204794533,51.446526641815794,Increase,Increase,10352.249299610894,10949.678249027238,4728.443744535165,15678.121993562403,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,390,Christiana High School,Matched,9943124.65,942869.49,814396.54,11700390.67,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,12205724.67,0,12205724.67,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1410959.2121205223,2380814.959017576,TRUE,1333,319,148,284,294,3791774.1711380985,15997498.841138098,505334,4.318949804776048,,4297108.171138098,36.72619395654845,,4.318949804776048,36.72619395654845,Increase,Increase,8777.487374343586,9156.58264816204,2844.5417637945225,12001.124411956564,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
Vocational/program record,2026,2025-09-30,33,Christina School District,District,TRUE,,Christina - Intensive Learning Center,Matched,9615.5,0,0,9615.5,0,,0,,0,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9615.5,0,9615.5,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,TRUE,TRUE,TRUE,Complete,Complete modeled comparison,0,0,FALSE,0,0,0,0,0,0,9615.5,0,0,0,0,0,0,0,0,No material change,No material change,,,,,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,545,Christina Early Education Center,Matched,7195716.75,276193.22,518119,7990028.97,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8938702.52,0,8938702.52,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,381112.76961817645,1438809.868189324,TRUE,411,114,0,0,0,1819922.6378075003,10758625.1578075,948673.5499999998,11.87321790148653,,2768596.1878074994,34.650640169174494,,11.87321790148653,34.650640169174494,Increase,Increase,19440.4597810219,21748.66793187348,4428.0356151034075,26176.703546976885,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,540,Delaware School for the Deaf School (DSD),Matched,4170069.9,145275.78,323733.17,4639078.85,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5136332,0,5136332,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,109901.1352544163,666450.5898026644,TRUE,105,28,7,53,11,776351.7250570806,5912683.72505708,497253.1500000004,10.718790649570451,,1273604.8750570808,27.453831164285575,,10.718790649570451,27.453831164285575,Increase,Increase,44181.70333333333,48917.44761904762,7393.825952924577,56311.2735719722,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,537,Douglass School,Matched,3196019.75,91816.01,241886.4,3529722.16,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3853867.75,0,3853867.75,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,276758.6948182417,627808.2304544499,TRUE,130,80,4,38,26,904566.9252726915,4758434.675272692,324145.58999999985,9.18331742008838,,1228712.5152726918,34.81045984856473,,9.18331742008838,34.81045984856473,Increase,Increase,27151.708923076923,29645.13653846154,6958.207117482242,36603.34365594378,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,318,Downes (John R.) Elementary School,Matched,2911523.8,162727.91,341690.17,3415941.88,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3581905.41,0,3581905.41,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,411894.0024080005,638038.0469654041,TRUE,371,87,52,371,0,1049932.0493734046,4631837.459373405,165963.53000000026,4.858499817332966,,1215895.5793734053,35.594738496353024,,4.858499817332966,35.594738496353024,Increase,Increase,9207.39051212938,9654.731563342319,2830.0055239175326,12484.737087259853,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,320,Gallaher (Robert S.) Elementary School,Matched,4170069.9,278738.92,543488.55,4992297.37,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5134916.58,0,5134916.58,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,821584.0388318544,1083433.5238636364,TRUE,474,181,93,474,0,1905017.5626954907,7039934.14269549,142619.20999999996,2.8567851518027654,,2047636.7726954902,41.015921547467634,,2.8567851518027654,41.015921547467634,Increase,Increase,10532.272932489452,10833.157341772152,4019.0243938723434,14852.181735644494,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,372,Gauger-Cobbs Middle School,Matched,5203508,348912.84,703110.97,6255531.82,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6345731.81,0,6345731.81,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1003522.6690063016,1463563.096694367,TRUE,638,202,141,638,0,2467085.7657006686,8812817.575700669,90199.98999999929,1.4419236061051526,,2557285.7557006683,40.880389218460856,,1.4419236061051526,40.880389218460856,Increase,Increase,9804.90880877743,9946.288103448274,3866.905588872521,13813.193692320798,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,392,Glasgow High School,Matched,7957874.9,651676.09,518119,9127669.99,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9793744.29,0,9793744.29,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1496666.2488748112,2166834.520488764,TRUE,907,314,192,0,234,3663500.7693635756,13457245.059363574,666074.2999999989,7.297309178900308,,4329575.069363574,47.43351889482119,,7.297309178900308,47.43351889482119,Increase,Increase,10063.58323042999,10797.954013230428,4039.140870301627,14837.094883532054,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
